country_code,country_name,row,outlet,url,health_status,http_status,checked_at
US,United States,74,Seattle Times,https://seattletimes.com/feed,valid,200,2026-04-13T16:53:00.680Z
US,United States,75,Denver Post,https://www.denverpost.com/sitemap.xml,needs verification,N/A,
US,United States,76,San Jose Mercury News,https://www.mercurynews.com/sitemap.xml,needs verification,N/A,
US,United States,77,Las Vegas Review-Journal,https://www.reviewjournal.com/news_sitemap.xml,needs verification,N/A,
US,United States,78,San Diego Union-Tribune,https://www.sandiegouniontribune.com/sitemap.xml,needs verification,N/A,
US,United States,undefined,Houston Chronicle,https://www.houstonchronicle.com/sitemap_news.xml,needs verification,N/A,
US,United States,undefined,Dallas Morning News,https://www.dallasnews.com/arc/outboundfeeds/sitemap-news/?outputType=xml,needs verification,N/A,
US,United States,undefined,The Philadelphia Inquirer,https://www.inquirer.com/sitemaps/48hour-news-sitemap-partner.xml,needs verification,N/A,
US,United States,undefined,OregonLive,https://www.oregonlive.com/arc/outboundfeeds/news-sitemap-index/?outputType=xml,needs verification,N/A,
US,United States,undefined,Newsday,https://www.newsday.com/sitemap/news,needs verification,N/A,
US,United States,undefined,Baltimore Sun,https://www.baltimoresun.com/sitemap.xml,needs verification,N/A,
US,United States,undefined,Orlando Sentinel,https://www.orlandosentinel.com/sitemap.xml,needs verification,N/A,
US,United States,undefined,Detroit Free Press,https://www.freep.com/news-sitemap.xml,needs verification,N/A,
US,United States,undefined,Arizona Republic,https://www.azcentral.com/news-sitemap.xml,needs verification,N/A,
US,United States,undefined,Milwaukee Journal Sentinel,https://www.jsonline.com/news-sitemap.xml,needs verification,N/A,
US,United States,undefined,The Tennessean,https://www.tennessean.com/news-sitemap.xml,needs verification,N/A,
US,United States,undefined,IndyStar,https://www.indystar.com/news-sitemap.xml,needs verification,N/A,
US,United States,undefined,The Columbus Dispatch,https://www.dispatch.com/news-sitemap.xml,needs verification,N/A,
US,United States,undefined,Cincinnati Enquirer,https://www.cincinnati.com/news-sitemap.xml,needs verification,N/A,
US,United States,undefined,Des Moines Register,https://www.desmoinesregister.com/news-sitemap.xml,needs verification,N/A,
US,United States,undefined,Austin American-Statesman,https://www.statesman.com/news-sitemap.xml,needs verification,N/A,
US,United States,undefined,Palm Beach Post,https://www.palmbeachpost.com/news-sitemap.xml,needs verification,N/A,
US,United States,undefined,The Oklahoman,https://www.oklahoman.com/news-sitemap.xml,needs verification,N/A,
US,United States,undefined,Asbury Park Press,https://www.app.com/news-sitemap.xml,needs verification,N/A,
US,United States,undefined,Courier Journal,https://www.courier-journal.com/news-sitemap.xml,needs verification,N/A,
US,United States,undefined,NorthJersey.com,https://www.northjersey.com/news-sitemap.xml,needs verification,N/A,
US,United States,undefined,Knox News,https://www.knoxnews.com/news-sitemap.xml,needs verification,N/A,
US,United States,undefined,Florida Today,https://www.floridatoday.com/news-sitemap.xml,needs verification,N/A,
US,United States,undefined,Florida Times-Union,https://www.jacksonville.com/news-sitemap.xml,needs verification,N/A,
US,United States,undefined,Lansing State Journal,https://www.lansingstatejournal.com/news-sitemap.xml,needs verification,N/A,
US,United States,undefined,Miami Herald,https://www.miamiherald.com/sitemap/story/update.xml,needs verification,N/A,
US,United States,undefined,Kansas City Star,https://www.kansascity.com/sitemap/story/update.xml,needs verification,N/A,
US,United States,undefined,Sacramento Bee,https://www.sacbee.com/sitemap/story/update.xml,needs verification,N/A,
US,United States,undefined,Charlotte Observer,https://www.charlotteobserver.com/sitemap/story/update.xml,needs verification,N/A,
US,United States,undefined,News & Observer,https://www.newsobserver.com/sitemap/story/update.xml,needs verification,N/A,
US,United States,undefined,Fort Worth Star-Telegram,https://www.star-telegram.com/sitemap/story/update.xml,needs verification,N/A,
US,United States,undefined,Fresno Bee,https://www.fresnobee.com/sitemap/story/update.xml,needs verification,N/A,
US,United States,undefined,Idaho Statesman,https://www.idahostatesman.com/sitemap/story/update.xml,needs verification,N/A,
US,United States,undefined,Lexington Herald-Leader,https://www.kentucky.com/sitemap/story/update.xml,needs verification,N/A,
US,United States,undefined,The State,https://www.thestate.com/sitemap/story/update.xml,needs verification,N/A,
US,United States,undefined,AL.com,https://www.al.com/arc/outboundfeeds/news-sitemap-index/?outputType=xml,needs verification,N/A,
US,United States,undefined,NJ.com,https://www.nj.com/arc/outboundfeeds/news-sitemap-index/?outputType=xml,needs verification,N/A,
US,United States,undefined,Cleveland.com,https://www.cleveland.com/arc/outboundfeeds/news-sitemap-index/?outputType=xml,needs verification,N/A,
US,United States,undefined,MassLive,https://www.masslive.com/arc/outboundfeeds/news-sitemap-index/?outputType=xml,needs verification,N/A,
US,United States,undefined,PennLive,https://www.pennlive.com/arc/outboundfeeds/news-sitemap-index/?outputType=xml,needs verification,N/A,
US,United States,undefined,MLive,https://www.mlive.com/arc/outboundfeeds/news-sitemap-index/?outputType=xml,needs verification,N/A,
US,United States,undefined,SILive,https://www.silive.com/arc/outboundfeeds/news-sitemap-index/?outputType=xml,needs verification,N/A,
US,United States,undefined,LehighValleyLive,https://www.lehighvalleylive.com/arc/outboundfeeds/news-sitemap-index/?outputType=xml,needs verification,N/A,
US,United States,undefined,Syracuse.com,https://www.syracuse.com/arc/outboundfeeds/news-sitemap-index/?outputType=xml,needs verification,N/A,
US,United States,undefined,Atlanta Journal-Constitution,https://feeds.ajc.com/arc/outboundfeeds/news-sitemap/?outputType=xml,needs verification,N/A,
US,United States,undefined,Tampa Bay Times,https://www.tampabay.com/arc/outboundfeeds/news-sitemap/?outputType=xml,needs verification,N/A,
US,United States,undefined,St. Louis Post-Dispatch,https://stltoday.com/search/?f=rss&t=article&l=50&s=start_time&sd=desc,needs verification,N/A,
US,United States,undefined,Star Tribune,https://www.startribune.com/sitemap-fresh-news-index.xml/,needs verification,N/A,
US,United States,undefined,The Baltimore Banner,https://www.thebanner.com/arc/outboundfeeds/sitemap-news/?outputType=xml,needs verification,N/A,
US,United States,undefined,The Salt Lake Tribune,https://www.sltrib.com/arc/outboundfeeds/sitemap/?outputType=xml,needs verification,N/A,
US,United States,undefined,The Buffalo News,https://buffalonews.com/tncms/sitemap/editorial.xml,needs verification,N/A,
US,United States,undefined,Boston Herald,https://www.bostonherald.com/sitemap.xml,needs verification,N/A,
US,United States,undefined,Detroit News,https://www.detroitnews.com/news-sitemap.xml,needs verification,N/A,
US,United States,undefined,NOLA.com,https://www.nola.com/tncms/sitemap/editorial.xml,needs verification,N/A,
US,United States,undefined,The Advocate (Louisiana),https://www.theadvocate.com/tncms/sitemap/editorial.xml,needs verification,N/A,
US,United States,undefined,East Bay Times,https://www.eastbaytimes.com/sitemap.xml,needs verification,N/A,
US,United States,undefined,Orange County Register,https://www.ocregister.com/sitemap.xml,needs verification,N/A,
US,United States,undefined,Twin Cities,https://www.twincities.com/sitemap.xml,needs verification,N/A,
US,United States,undefined,Sun Sentinel,https://www.sun-sentinel.com/sitemap.xml,needs verification,N/A,
US,United States,undefined,Hartford Courant,https://www.courant.com/sitemap.xml,needs verification,N/A,
US,United States,undefined,The Virginian-Pilot,https://www.pilotonline.com/sitemap.xml,needs verification,N/A,
US,United States,undefined,Daily Press,https://www.dailypress.com/sitemap.xml,needs verification,N/A,
US,United States,undefined,San Antonio Express-News,https://www.expressnews.com/sitemap_news.xml,needs verification,N/A,
US,United States,undefined,Times Union,https://www.timesunion.com/sitemap_news.xml,needs verification,N/A,
US,United States,undefined,CT Insider,https://www.ctinsider.com/sitemap_news.xml,needs verification,N/A,
US,United States,undefined,CT Post,https://www.ctpost.com/sitemap_news.xml,needs verification,N/A,
US,United States,undefined,New Haven Register,https://www.nhregister.com/sitemap_news.xml,needs verification,N/A,
US,United States,undefined,SF Chronicle,https://www.sfchronicle.com/sitemap_news.xml,needs verification,N/A,
US,United States,undefined,SFGATE,https://www.sfgate.com/sitemap_news.xml,needs verification,N/A,
US,United States,undefined,Texas Tribune,https://www.texastribune.org/news-sitemap.xml,needs verification,N/A,
US,United States,undefined,CalMatters,https://calmatters.org/news-sitemap.xml,needs verification,N/A,
US,United States,undefined,Gothamist,https://gothamist.com/sitemap-news.xml,needs verification,N/A,
US,United States,undefined,LAist,https://laist.com/news-sitemap-content.xml,needs verification,N/A,
US,United States,undefined,WBEZ,https://www.wbez.org/news-sitemap.xml,needs verification,N/A,
US,United States,undefined,NPR Illinois,https://www.nprillinois.org/news-sitemap-content.xml,needs verification,N/A,
US,United States,undefined,ABC7 Chicago,https://abc7chicago.com/sitemap/wls/stories.xml,needs verification,N/A,
US,United States,undefined,ABC7 Los Angeles,https://abc7.com/sitemap/kabc/stories.xml,needs verification,N/A,
US,United States,undefined,Fox 5 New York,https://www.fox5ny.com/sitemap.xml?type=fastchanging,needs verification,N/A,
US,United States,undefined,NBC New York,https://www.nbcnewyork.com/sitemap-news.xml,needs verification,N/A,
US,United States,undefined,NBC Los Angeles,https://www.nbclosangeles.com/sitemap-news.xml,needs verification,N/A,
US,United States,undefined,NBC Chicago,https://www.nbcchicago.com/sitemap-news.xml,needs verification,N/A,
US,United States,undefined,WTOP,https://wtop.com/wtop_sitemap_index.xml,needs verification,N/A,
US,United States,undefined,WSB-TV,https://www.wsbtv.com/arc/outboundfeeds/news-sitemap-index?outputType=xml,needs verification,N/A,
US,United States,undefined,KSAT,https://www.ksat.com/arc/outboundfeeds/news-sitemap/?outputType=xml,needs verification,N/A,
US,United States,undefined,Click2Houston,https://www.click2houston.com/arc/outboundfeeds/news-sitemap/?outputType=xml,needs verification,N/A,
US,United States,undefined,WSVN,https://wsvn.com/news-sitemap.xml,needs verification,N/A,
US,United States,undefined,KHOU 11,https://www.khou.com/feeds/googlenews,needs verification,N/A,
US,United States,undefined,WFAA,https://www.wfaa.com/feeds/googlenews,needs verification,N/A,
US,United States,undefined,FOX 13 Seattle,https://www.fox13seattle.com/sitemap.xml?type=fastchanging,needs verification,N/A,
US,United States,undefined,Press Herald,https://www.pressherald.com/feed/,valid,200,2026-04-13T16:53:00.680Z
US,United States,undefined,Arizona Daily Star,https://tucson.com/search/?f=rss&t=article&c=news/local*&l=50&s=start_time&sd=desc,valid,200,2026-04-13T16:53:00.680Z
US,United States,undefined,Tulsa World,https://tulsaworld.com/search/?f=rss&t=article&c=news/local*&l=50&s=start_time&sd=desc,valid,200,2026-04-13T16:53:00.680Z
US,United States,79,Honolulu Star-Advertiser,https://www.staradvertiser.com/sitemap-news.xml,needs verification,N/A,
US,United States,80,Variety,https://variety.com/feed/,needs verification,N/A,
US,United States,81,The Hollywood Reporter,https://hollywoodreporter.com/feed,valid,200,2026-04-13T16:53:00.680Z
US,United States,82,Deadline,https://deadline.com/feed,valid,200,2026-04-13T16:53:00.680Z
US,United States,83,Rolling Stone,https://rollingstone.com/feed,valid,200,2026-04-13T16:53:00.680Z
US,United States,84,Billboard,https://billboard.com/feed,valid,200,2026-04-13T16:53:00.680Z
US,United States,86,Vanity Fair,http://feeds.feedburner.com/vfdotcomrss,valid,200,2026-04-13T16:53:00.680Z
US,United States,87,Esquire,https://www.esquire.com/rss/entertainment.xml,valid,200,2026-04-13T16:53:00.680Z
US,United States,88,GQ,https://www.gq.com/feed/rss,valid,200,2026-04-13T16:53:00.680Z
US,United States,94,Space.com,https://www.space.com/feeds/all,valid,200,2026-04-13T16:53:00.680Z
US,United States,95,ESPN,https://www.espn.com/espn/rss/news,valid,200,2026-04-13T16:53:00.680Z
US,United States,101,Mother Jones,https://motherjones.com/feed,valid,200,2026-04-13T16:53:00.680Z
US,United States,102,ProPublica,https://propublica.org/feed,valid,200,2026-04-13T16:53:00.680Z
US,United States,103,Reason,https://reason.com/feed,valid,200,2026-04-13T16:53:00.680Z
US,United States,104,Jacobin,https://jacobin.com/feed,valid,200,2026-04-13T16:53:00.680Z
US,United States,105,Quartz,https://qz.com/feed,valid,200,2026-04-13T16:53:00.680Z
US,United States,106,The Intercept,https://theintercept.com/feed,valid,200,2026-04-13T16:53:00.680Z
US,United States,109,Newsweek,https://www.newsweek.com/rss,valid,200,2026-04-13T16:53:00.680Z
US,United States,110,Time,https://time.com/feed,valid,200,2026-04-13T16:53:00.680Z
US,United States,111,PBS NewsHour,https://www.pbs.org/newshour/feeds/rss/headlines,valid,200,2026-04-13T16:53:00.680Z
US,United States,undefined,Scripps News - News Sitemap,https://www.scrippsnews.com/news-sitemap-content.xml,needs verification,N/A,
US,United States,undefined,Bloomberg - Latest News Sitemap,https://www.bloomberg.com/sitemaps/news/latest.xml,needs verification,N/A,
US,United States,undefined,NewsNation,https://www.newsnationnow.com/feed/,valid,200,2026-04-13T16:53:00.680Z
US,United States,undefined,Reuters - News Sitemap Index,https://www.reuters.com/arc/outboundfeeds/news-sitemap-index/?outputType=xml,needs verification,N/A,
US,United States,undefined,Wall Street Journal - U.S.,https://feeds.content.dowjones.io/public/rss/RSSUSnews,valid,200,2026-04-13T16:53:00.680Z
US,United States,undefined,Politico Tech,https://rss.politico.com/technology.xml,valid,200,2026-04-13T16:53:00.680Z
US,United States,undefined,Politico - News Sitemap,https://www.politico.com/news-sitemap.xml,needs verification,N/A,
US,United States,undefined,TechCrunch Startups,https://techcrunch.com/category/startups/feed/,valid,200,2026-04-13T16:53:00.680Z
US,United States,undefined,TechCrunch Layoffs,https://techcrunch.com/tag/layoffs/feed/,valid,200,2026-04-13T16:53:00.680Z
US,United States,undefined,The Verge AI,https://www.theverge.com/rss/ai-artificial-intelligence/index.xml,valid,200,2026-04-13T16:53:00.680Z
US,United States,undefined,Yahoo Finance - Top Stories,https://finance.yahoo.com/rss/topstories,valid,200,2026-04-13T16:53:00.680Z
US,United States,undefined,The Diplomat,https://thediplomat.com/feed/,valid,200,2026-04-13T16:53:00.680Z
US,United States,undefined,Foreign Affairs,https://www.foreignaffairs.com/rss.xml,valid,200,2026-04-13T16:53:00.680Z
US,United States,undefined,Foreign Policy,https://foreignpolicy.com/feed/,valid,200,2026-04-13T16:53:00.680Z
US,United States,undefined,Defense One,https://www.defenseone.com/rss/all/,valid,200,2026-04-13T16:53:00.680Z
US,United States,undefined,Defense News,https://www.defensenews.com/arc/outboundfeeds/rss/?outputType=xml,valid,200,2026-04-13T16:53:00.680Z
US,United States,undefined,Military Times,https://www.militarytimes.com/arc/outboundfeeds/rss/?outputType=xml,valid,200,2026-04-13T16:53:00.680Z
US,United States,undefined,War on the Rocks,https://warontherocks.com/feed/,valid,200,2026-04-13T16:53:00.680Z
US,United States,undefined,gCaptain,https://gcaptain.com/feed/,valid,200,2026-04-13T16:53:00.680Z
US,United States,undefined,CoinDesk,https://www.coindesk.com/arc/outboundfeeds/rss/,valid,200,2026-04-13T16:53:00.680Z
US,United States,undefined,Cointelegraph,https://cointelegraph.com/rss,valid,200,2026-04-13T16:53:00.680Z
US,United States,undefined,Blockworks,https://blockworks.co/feed,valid,200,2026-04-13T16:53:00.680Z
US,United States,undefined,Decrypt,https://decrypt.co/feed,valid,200,2026-04-13T16:53:00.680Z
US,United States,undefined,KrebsOnSecurity,https://krebsonsecurity.com/feed/,valid,200,2026-04-13T16:53:00.680Z
US,United States,undefined,Dark Reading,https://www.darkreading.com/rss.xml,valid,200,2026-04-13T16:53:00.680Z
US,United States,undefined,ScienceDaily,https://www.sciencedaily.com/rss/all.xml,valid,200,2026-04-13T16:53:00.680Z
US,United States,undefined,MIT Technology Review,https://www.technologyreview.com/feed/,valid,200,2026-04-13T16:53:00.680Z
US,United States,undefined,Crunchbase News,https://news.crunchbase.com/feed/,valid,200,2026-04-13T16:53:00.680Z
US,United States,undefined,The New Stack,https://thenewstack.io/feed/,valid,200,2026-04-13T16:53:00.680Z
US,United States,undefined,The Points Guy,https://thepointsguy.com/feed/,valid,200,2026-04-13T16:53:00.680Z
US,United States,undefined,Airline Geeks,https://airlinegeeks.com/feed/,invalid,200,2026-04-13T16:53:00.680Z
US,United States,undefined,One Mile at a Time,https://onemileatatime.com/feed/,valid,200,2026-04-13T16:53:00.680Z
US,United States,undefined,View from the Wing,https://viewfromthewing.com/feed/,valid,200,2026-04-13T16:53:00.680Z
US,United States,undefined,Aviation Pros,https://www.aviationpros.com/sitemap-google-news.xml,needs verification,N/A,
US,United States,undefined,Aviation Week,https://www.aviationweek.com/rss,invalid,404,2026-04-13T16:53:00.680Z
CN,China,2,TechNode,https://technode.com/news-sitemap.xml,needs verification,N/A,
CN,China,3,South China Morning Post,https://www.scmp.com/rss/91/feed,valid,200,2026-04-13T16:53:00.680Z
CN,China,4,Initium,https://theinitium.com/feed,valid,200,2026-04-13T16:53:00.680Z
CN,China,5,Liberty Times,https://news.ltn.com.tw/rss/all.xml,valid,200,2026-04-13T16:53:00.680Z
CN,China,25,CGTN - Documentary,https://www.cgtn.com/subscribe/rss/section/documentary.xml,valid,200,2026-04-13T16:53:00.680Z
CN,China,27,RTHK,https://rthk.hk/rthk/news/rss/c_expressnews_clocal.xml,valid,200,2026-04-13T16:53:00.680Z
CN,China,28,FT Chinese,https://www.ftchinese.com/rss/feed,valid,200,2026-04-13T16:53:00.680Z
CN,China,undefined,36Kr,https://36kr.com/feed,valid,N/A,
CN,China,undefined,ITHome,https://www.ithome.com/rss/,valid,N/A,
CN,China,undefined,Leiphone,https://www.leiphone.com/feed,valid,N/A,
CN,China,undefined,QbitAI,https://www.qbitai.com/feed,valid,N/A,
CN,China,undefined,TMTPost,https://www.tmtpost.com/rss.xml,valid,N/A,
CN,China,undefined,iFanr,https://www.ifanr.com/feed,valid,N/A,
CN,China,undefined,OSChina - News,https://www.oschina.net/news/rss,valid,N/A,
CN,China,undefined,InfoQ China,https://www.infoq.cn/feed.xml,valid,N/A,
CN,China,undefined,Solidot,https://www.solidot.org/index.rss,valid,N/A,
CN,China,undefined,SSPAI,https://sspai.com/feed,valid,N/A,
CN,China,undefined,Yicai - News HTML Collection,https://www.yicai.com/news,valid,N/A,
CN,China,undefined,CLS - Telegraph HTML Collection,https://www.cls.cn/telegraph,valid,N/A,
CN,China,undefined,CLS - Sitemap Index,https://www.cls.cn/map.xml,needs verification,N/A,
CN,China,undefined,Guancha - Economy HTML Collection,https://www.guancha.cn/economy?s=dhcaijing,valid,N/A,
CN,China,undefined,Ming Pao (Hong Kong Flagship Newspaper),https://news.mingpao.com/rss/pns/s00001.xml,valid,200,2026-04-13T16:53:00.680Z
CN,China,undefined,Stheadline,https://www.stheadline.com/rss,valid,200,2026-04-13T16:53:00.680Z
CN,China,undefined,am730,https://www.am730.com.hk/sitemap.xml,needs verification,N/A,
CN,China,undefined,Orange News,https://www.orangenews.hk/sitemap.xml,needs verification,N/A,
CN,China,30,China News Service - Scroll News,https://www.chinanews.com.cn/rss/scroll-news.xml,valid,200,2026-04-13T16:53:00.680Z
