outlet_id,source,tier,country,source_type,review_decision,rss_parsed,sitemap_parsed,rss_24h,sitemap_24h,total_24h,rss_unique_24h,sitemap_unique_24h,unique_24h,dedupe_rate,rss_url,sitemap_url,errors
cnbc,CNBC,1,US,global,verified_core,30,165,30,165,195,30,165,165,0.1538,https://www.cnbc.com/id/100003114/device/rss/rss.html,https://www.cnbc.com/sitemap_news.xml,
google-argentina-topic,Google Argentina Topic,2,Argentina,portal,keep_secondary,100,0,100,0,100,100,0,100,0.0000,https://news.google.com/rss/search?q=Argentina+noticias+when:1d&ceid=AR:es-419&hl=es-419&gl=AR,,
google-arizona-news,Google Arizona News,2,US,portal,keep_secondary,100,0,100,0,100,100,0,100,0.0000,https://news.google.com/rss/search?q=Arizona+news+when:1d&ceid=US:en&hl=en-US&gl=US,,
google-california-news,Google California News,2,US,portal,keep_secondary,100,0,100,0,100,100,0,100,0.0000,https://news.google.com/rss/search?q=California+news+when:1d&ceid=US:en&hl=en-US&gl=US,,
google-chile-topic,Google Chile Topic,2,Chile,portal,keep_secondary,100,0,100,0,100,100,0,100,0.0000,https://news.google.com/rss/search?q=Chile+noticias+when:1d&ceid=CL:es-419&hl=es-419&gl=CL,,
google-florida-news,Google Florida News,2,US,portal,keep_secondary,100,0,100,0,100,100,0,100,0.0000,https://news.google.com/rss/search?q=Florida+news+when:1d&ceid=US:en&hl=en-US&gl=US,,
google-georgia-news,Google Georgia News,2,US,portal,keep_secondary,100,0,100,0,100,100,0,100,0.0000,https://news.google.com/rss/search?q=Georgia+news+when:1d&ceid=US:en&hl=en-US&gl=US,,
google-illinois-news,Google Illinois News,2,US,portal,keep_secondary,100,0,100,0,100,100,0,100,0.0000,https://news.google.com/rss/search?q=Illinois+news+when:1d&ceid=US:en&hl=en-US&gl=US,,
google-new-york-news,Google New York News,2,US,portal,keep_secondary,100,0,100,0,100,100,0,100,0.0000,https://news.google.com/rss/search?q=New+York+news+when:1d&ceid=US:en&hl=en-US&gl=US,,
google-ohio-news,Google Ohio News,2,US,portal,keep_secondary,100,0,100,0,100,100,0,100,0.0000,https://news.google.com/rss/search?q=Ohio+news+when:1d&ceid=US:en&hl=en-US&gl=US,,
google-pennsylvania-news,Google Pennsylvania News,2,US,portal,keep_secondary,100,0,100,0,100,100,0,100,0.0000,https://news.google.com/rss/search?q=Pennsylvania+news+when:1d&ceid=US:en&hl=en-US&gl=US,,
google-texas-news,Google Texas News,2,US,portal,keep_secondary,100,0,100,0,100,100,0,100,0.0000,https://news.google.com/rss/search?q=Texas+news+when:1d&ceid=US:en&hl=en-US&gl=US,,
google-uruguay-topic,Google Uruguay Topic,2,Uruguay,portal,keep_secondary,100,0,100,0,100,100,0,100,0.0000,https://news.google.com/rss/search?q=Uruguay+noticias+when:1d&ceid=UY:es-419&hl=es-419&gl=UY,,
google-us-business-topic,Google US Business Topic,2,US,portal,keep_secondary,100,0,100,0,100,100,0,100,0.0000,https://news.google.com/rss/search?q=US+business+when:1d&ceid=US:en&hl=en-US&gl=US,,
google-us-politics-topic,Google US Politics Topic,2,US,portal,keep_secondary,100,0,100,0,100,100,0,100,0.0000,https://news.google.com/rss/search?q=US+politics+when:1d&ceid=US:en&hl=en-US&gl=US,,
infobae,Infobae,1,Argentina,local,verified_core,100,0,100,0,100,100,0,100,0.0000,https://www.infobae.com/arc/outboundfeeds/rss/?outputType=xml,https://www.infobae.com/sitemap-news.xml,sitemap:404
la-nacion-ar,La Nacion AR,1,Argentina,local,verified_core,100,0,100,0,100,100,0,100,0.0000,https://www.lanacion.com.ar/arc/outboundfeeds/rss/,https://www.lanacion.com.ar/arc/outboundfeeds/sitemap-index/?outputType=xml,
google-washington-news,Google Washington News,2,US,portal,keep_secondary,87,0,87,0,87,87,0,87,0.0000,https://news.google.com/rss/search?q=Washington+state+news+when:1d&ceid=US:en&hl=en-US&gl=US,,
bloomberg,Bloomberg,1,US,portal,verified_core,100,0,72,0,72,72,0,72,0.0000,https://news.google.com/rss/search?q=site:bloomberg.com&ceid=US:en&hl=en-US&gl=US,,
el-destape,El Destape,2,Argentina,portal,keep_secondary,100,0,69,0,69,69,0,69,0.0000,https://news.google.com/rss/search?q=site:eldestapeweb.com&ceid=AR:es-419&hl=es-419&gl=AR,,
mashable,Mashable,3,US,global,keep_secondary,100,0,69,0,69,69,0,69,0.0000,https://mashable.com/feed,,
the-hill,The Hill,2,US,global,keep_secondary,100,0,69,0,69,69,0,69,0.0000,https://thehill.com/feed,,
google-us-tech-topic,Google US Tech Topic,2,US,portal,keep_secondary,67,0,67,0,67,67,0,67,0.0000,https://news.google.com/rss/search?q=US+technology+when:1d&ceid=US:en&hl=en-US&gl=US,,
google-latam-business-topic,Google LATAM Business Topic,2,LATAM,portal,keep_secondary,65,0,65,0,65,65,0,65,0.0000,https://news.google.com/rss/search?q=Latinoamerica+economia+when:1d&ceid=US:es-419&hl=es-419&gl=US,,
reuters,Reuters,1,US,portal,verified_core,100,0,64,0,64,64,0,64,0.0000,https://news.google.com/rss/search?q=site:reuters.com&ceid=US:en&hl=en-US&gl=US,,
google-state-new-york,Google State: New York,2,US,portal,keep_secondary,61,0,61,0,61,61,0,61,0.0000,https://news.google.com/rss/search?q=New%20York%20politics%20policy%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-argentina-detail-business,Google Argentina Detail: business,2,Argentina,portal,keep_secondary,60,0,60,0,60,60,0,60,0.0000,https://news.google.com/rss/search?q=Argentina%20economia%20hoy%20when%3A1d&ceid=AR:es-419&hl=es-419&gl=AR,,
google-chile-detail-business,Google Chile Detail: business,2,Chile,portal,keep_secondary,60,0,60,0,60,60,0,60,0.0000,https://news.google.com/rss/search?q=Chile%20economia%20hoy%20when%3A1d&ceid=CL:es-419&hl=es-419&gl=CL,,
google-us-world-topic,Google US World Topic,2,US,portal,keep_secondary,60,0,60,0,60,60,0,60,0.0000,https://news.google.com/rss/search?q=US+world+news+when:1d&ceid=US:en&hl=en-US&gl=US,,
google-us-variant-policy-election,Google US Variant: policy-election,2,US,portal,keep_secondary,59,0,59,0,59,59,0,59,0.0000,https://news.google.com/rss/search?q=US%20elections%20policy%20latest%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
cooperativa,Cooperativa,2,Chile,local,keep_secondary,100,0,58,0,58,58,0,58,0.0000,https://news.google.com/rss/search?q=site:cooperativa.cl&ceid=CL:es-419&hl=es-419&gl=CL,,
perfil,Perfil,2,Argentina,portal,keep_secondary,100,0,58,0,58,58,0,58,0.0000,https://news.google.com/rss/search?q=site:perfil.com&ceid=AR:es-419&hl=es-419&gl=AR,,
google-latam-politics-topic,Google LATAM Politics Topic,2,LATAM,portal,keep_secondary,57,0,57,0,57,57,0,57,0.0000,https://news.google.com/rss/search?q=Latinoamerica+politica+when:1d&ceid=US:es-419&hl=es-419&gl=US,,
espn,ESPN,2,US,portal,keep_secondary,100,0,55,0,55,55,0,55,0.0000,https://news.google.com/rss/search?q=site:espn.com&ceid=US:en&hl=en-US&gl=US,,
google-state-florida,Google State: Florida,2,US,portal,keep_secondary,53,0,53,0,53,53,0,53,0.0000,https://news.google.com/rss/search?q=Florida%20politics%20policy%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-state-new-jersey,Google State: New Jersey,2,US,portal,keep_secondary,51,0,51,0,51,51,0,51,0.0000,https://news.google.com/rss/search?q=New%20Jersey%20politics%20policy%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-us-variant-ai-startups,Google US Variant: ai-startups,2,US,portal,keep_secondary,51,0,51,0,51,51,0,51,0.0000,https://news.google.com/rss/search?q=US%20AI%20startups%20funding%20latest%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
newsweek,Newsweek,2,US,portal,keep_secondary,100,0,51,0,51,51,0,51,0.0000,https://news.google.com/rss/search?q=site:newsweek.com&ceid=US:en&hl=en-US&gl=US,,
sports-illustrated,Sports Illustrated,2,US,portal,keep_secondary,100,0,51,0,51,51,0,51,0.0000,https://news.google.com/rss/search?q=site:si.com&ceid=US:en&hl=en-US&gl=US,,
tn-argentina,TN Argentina,2,Argentina,portal,keep_secondary,100,0,51,0,51,51,0,51,0.0000,https://news.google.com/rss/search?q=site:tn.com.ar&ceid=AR:es-419&hl=es-419&gl=AR,,
google-argentina-detail-politics,Google Argentina Detail: politics,2,Argentina,portal,keep_secondary,50,0,50,0,50,50,0,50,0.0000,https://news.google.com/rss/search?q=Argentina%20politica%20hoy%20when%3A1d&ceid=AR:es-419&hl=es-419&gl=AR,,
people,People,2,US,portal,keep_secondary,100,0,49,0,49,49,0,49,0.0000,https://news.google.com/rss/search?q=site:people.com&ceid=US:en&hl=en-US&gl=US,,
24-horas-chile,24 Horas Chile,2,Chile,portal,keep_secondary,100,0,48,0,48,48,0,48,0.0000,https://news.google.com/rss/search?q=site:24horas.cl&ceid=CL:es-419&hl=es-419&gl=CL,,
el-tribuno,El Tribuno,2,Argentina,portal,keep_secondary,100,0,48,0,48,48,0,48,0.0000,https://news.google.com/rss/search?q=site:eltribuno.com&ceid=AR:es-419&hl=es-419&gl=AR,,
la-voz-del-interior,La Voz del Interior,2,Argentina,portal,keep_secondary,100,0,48,0,48,48,0,48,0.0000,https://news.google.com/rss/search?q=site:lavoz.com.ar&ceid=AR:es-419&hl=es-419&gl=AR,,
google-metro-washington-dc,Google Metro: Washington DC,2,US,portal,keep_secondary,45,0,45,0,45,45,0,45,0.0000,https://news.google.com/rss/search?q=Washington%20DC%20economy%20business%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
deadline,Deadline,2,US,portal,keep_secondary,100,0,43,0,43,43,0,43,0.0000,https://news.google.com/rss/search?q=site:deadline.com&ceid=US:en&hl=en-US&gl=US,,
google-metro-san-francisco,Google Metro: San Francisco,2,US,portal,keep_secondary,43,0,43,0,43,43,0,43,0.0000,https://news.google.com/rss/search?q=San%20Francisco%20economy%20business%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-us-variant-markets-macro,Google US Variant: markets-macro,2,US,portal,keep_secondary,42,0,42,0,42,42,0,42,0.0000,https://news.google.com/rss/search?q=US%20markets%20inflation%20rates%20latest%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
new-york-post,New York Post,2,US,portal,keep_secondary,100,0,42,0,42,42,0,42,0.0000,https://news.google.com/rss/search?q=site:nypost.com&ceid=US:en&hl=en-US&gl=US,,
el-cronista,El Cronista,2,Argentina,local,keep_secondary,93,0,41,0,41,41,0,41,0.0000,https://www.cronista.com/files/rss/news.xml,,
google-latam-regional-topic,Google LATAM Regional Topic,2,LATAM,portal,keep_secondary,41,0,41,0,41,41,0,41,0.0000,https://news.google.com/rss/search?q=Latinoamerica+noticias+when:1d&ceid=US:es-419&hl=es-419&gl=US,,
america-tv-ar,America TV AR,2,Argentina,portal,keep_secondary,100,0,40,0,40,40,0,40,0.0000,https://news.google.com/rss/search?q=site:a24.com&ceid=AR:es-419&hl=es-419&gl=AR,,
el-mostrador,El Mostrador,2,Chile,portal,keep_secondary,100,0,40,0,40,40,0,40,0.0000,https://news.google.com/rss/search?q=site:elmostrador.cl&ceid=CL:es-419&hl=es-419&gl=CL,,
cnn-chile,CNN Chile,2,Chile,portal,keep_secondary,100,0,39,0,39,39,0,39,0.0000,https://news.google.com/rss/search?q=site:cnnchile.com&ceid=CL:es-419&hl=es-419&gl=CL,,
google-metro-las-vegas,Google Metro: Las Vegas,2,US,portal,keep_secondary,39,0,39,0,39,39,0,39,0.0000,https://news.google.com/rss/search?q=Las%20Vegas%20economy%20business%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-metro-new-york,Google Metro: New York,2,US,portal,keep_secondary,38,0,38,0,38,38,0,38,0.0000,https://news.google.com/rss/search?q=New%20York%20economy%20business%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
minutouno,MinutoUno,2,Argentina,portal,keep_secondary,100,0,38,0,38,38,0,38,0.0000,https://news.google.com/rss/search?q=site:minutouno.com&ceid=AR:es-419&hl=es-419&gl=AR,,
breitbart,Breitbart,3,US,global,keep_secondary,50,0,37,0,37,37,0,37,0.0000,http://feeds.feedburner.com/breitbart,,
google-uruguay-detail-politics,Google Uruguay Detail: politics,2,Uruguay,portal,keep_secondary,37,0,37,0,37,37,0,37,0.0000,https://news.google.com/rss/search?q=Uruguay%20politica%20hoy%20when%3A1d&ceid=UY:es-419&hl=es-419&gl=UY,,
google-us-variant-breaking-national,Google US Variant: breaking-national,2,US,portal,keep_secondary,35,0,35,0,35,35,0,35,0.0000,https://news.google.com/rss/search?q=US%20breaking%20national%20news%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
biobiochile,BioBioChile,1,Chile,local,verified_core,100,0,34,0,34,34,0,34,0.0000,https://news.google.com/rss/search?q=site:biobiochile.cl&ceid=CL:es-419&hl=es-419&gl=CL,,
google-metro-minneapolis,Google Metro: Minneapolis,2,US,portal,keep_secondary,34,0,34,0,34,34,0,34,0.0000,https://news.google.com/rss/search?q=Minneapolis%20economy%20business%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-state-colorado,Google State: Colorado,2,US,portal,keep_secondary,34,0,34,0,34,34,0,34,0.0000,https://news.google.com/rss/search?q=Colorado%20politics%20policy%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
telenoche-uy,Telenoche UY,2,Uruguay,portal,keep_secondary,100,0,34,0,34,34,0,34,0.0000,https://news.google.com/rss/search?q=telenoche+uruguay&ceid=UY:es-419&hl=es-419&gl=UY,,
variety,Variety,2,US,portal,keep_secondary,100,0,34,0,34,34,0,34,0.0000,https://news.google.com/rss/search?q=site:variety.com&ceid=US:en&hl=en-US&gl=US,,
cbs-sports,CBS Sports,2,US,portal,keep_secondary,100,0,33,0,33,33,0,33,0.0000,https://news.google.com/rss/search?q=site:cbssports.com&ceid=US:en&hl=en-US&gl=US,,
engadget,Engadget,2,US,global,keep_secondary,50,0,33,0,33,33,0,33,0.0000,https://www.engadget.com/rss.xml,,
google-argentina-detail-world,Google Argentina Detail: world,2,Argentina,portal,keep_secondary,33,0,33,0,33,33,0,33,0.0000,https://news.google.com/rss/search?q=Argentina%20sociedad%20hoy%20when%3A1d&ceid=AR:es-419&hl=es-419&gl=AR,,
google-state-alabama,Google State: Alabama,2,US,portal,keep_secondary,32,0,32,0,32,32,0,32,0.0000,https://news.google.com/rss/search?q=Alabama%20politics%20policy%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-state-washington,Google State: Washington,2,US,portal,keep_secondary,32,0,32,0,32,32,0,32,0.0000,https://news.google.com/rss/search?q=Washington%20politics%20policy%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-state-minnesota,Google State: Minnesota,2,US,portal,keep_secondary,31,0,31,0,31,31,0,31,0.0000,https://news.google.com/rss/search?q=Minnesota%20politics%20policy%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
the-new-york-times,The New York Times,1,US,global,verified_core,33,0,31,0,31,31,0,31,0.0000,https://rss.nytimes.com/services/xml/rss/nyt/HomePage.xml,https://www.nytimes.com/sitemaps/new/news.xml,sitemap:404
google-state-idaho,Google State: Idaho,2,US,portal,keep_secondary,30,0,30,0,30,30,0,30,0.0000,https://news.google.com/rss/search?q=Idaho%20politics%20policy%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-chile-detail-politics,Google Chile Detail: politics,2,Chile,portal,keep_secondary,29,0,29,0,29,29,0,29,0.0000,https://news.google.com/rss/search?q=Chile%20politica%20hoy%20when%3A1d&ceid=CL:es-419&hl=es-419&gl=CL,,
google-state-texas,Google State: Texas,2,US,portal,keep_secondary,28,0,28,0,28,28,0,28,0.0000,https://news.google.com/rss/search?q=Texas%20politics%20policy%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
brecha,Brecha,2,Uruguay,portal,keep_secondary,100,0,27,0,27,27,0,27,0.0000,https://news.google.com/rss/search?q=site:brecha.com.uy&ceid=UY:es-419&hl=es-419&gl=UY,,
google-state-illinois,Google State: Illinois,2,US,portal,keep_secondary,27,0,27,0,27,27,0,27,0.0000,https://news.google.com/rss/search?q=Illinois%20politics%20policy%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-state-north-carolina,Google State: North Carolina,2,US,portal,keep_secondary,27,0,27,0,27,27,0,27,0.0000,https://news.google.com/rss/search?q=North%20Carolina%20politics%20policy%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-state-south-carolina,Google State: South Carolina,2,US,portal,keep_secondary,27,0,27,0,27,27,0,27,0.0000,https://news.google.com/rss/search?q=South%20Carolina%20politics%20policy%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
seattle-times,Seattle Times,2,US,portal,keep_secondary,100,0,27,0,27,27,0,27,0.0000,https://news.google.com/rss/search?q=site:seattletimes.com&ceid=US:en&hl=en-US&gl=US,,
ap-news,AP News,1,US,portal,verified_core,100,0,26,0,26,26,0,26,0.0000,https://news.google.com/rss/search?q=site:apnews.com&ceid=US:en&hl=en-US&gl=US,,
ole,Ole,2,Argentina,portal,keep_secondary,100,0,26,0,26,26,0,26,0.0000,https://news.google.com/rss/search?q=site:ole.com.ar&ceid=AR:es-419&hl=es-419&gl=AR,,
ambito-financiero,Ambito Financiero,2,Argentina,local,keep_secondary,46,0,25,0,25,25,0,25,0.0000,https://www.ambito.com/rss/home.xml,,
cbs-news,CBS News,2,US,global,keep_secondary,30,0,25,0,25,25,0,25,0.0000,https://www.cbsnews.com/latest/rss/main,,
cnet,CNET,2,US,global,keep_secondary,25,0,25,0,25,25,0,25,0.0000,https://www.cnet.com/rss/news/,,
fox-news,Fox News,2,US,global,keep_secondary,25,0,25,0,25,25,0,25,0.0000,http://moxie.foxnews.com/google-publisher/latest.xml,https://www.foxnews.com/sitemap.xml,
google-metro-kansas-city,Google Metro: Kansas City,2,US,portal,keep_secondary,25,0,25,0,25,25,0,25,0.0000,https://news.google.com/rss/search?q=Kansas%20City%20economy%20business%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-state-california,Google State: California,2,US,portal,keep_secondary,25,0,25,0,25,25,0,25,0.0000,https://news.google.com/rss/search?q=California%20politics%20policy%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-state-virginia,Google State: Virginia,2,US,portal,keep_secondary,25,0,25,0,25,25,0,25,0.0000,https://news.google.com/rss/search?q=Virginia%20politics%20policy%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
iprofesional,iProfesional,2,Argentina,portal,keep_secondary,100,0,25,0,25,25,0,25,0.0000,https://news.google.com/rss/search?q=site:iprofesional.com&ceid=AR:es-419&hl=es-419&gl=AR,,
la-discusion,La Discusion,2,Chile,portal,keep_secondary,100,0,25,0,25,25,0,25,0.0000,https://news.google.com/rss/search?q=site:ladiscusion.cl&ceid=CL:es-419&hl=es-419&gl=CL,,
wired,Wired,2,US,global,keep_secondary,50,0,25,0,25,25,0,25,0.0000,https://www.wired.com/feed/rss,,
emol,Emol,1,Chile,local,verified_core,100,0,24,0,24,24,0,24,0.0000,https://news.google.com/rss/search?q=site:emol.com&ceid=CL:es-419&hl=es-419&gl=CL,https://www.emol.com/sitemap.xml,
google-uruguay-detail-business,Google Uruguay Detail: business,2,Uruguay,portal,keep_secondary,24,0,24,0,24,24,0,24,0.0000,https://news.google.com/rss/search?q=Uruguay%20economia%20hoy%20when%3A1d&ceid=UY:es-419&hl=es-419&gl=UY,,
el-desconcierto,El Desconcierto,2,Chile,portal,keep_secondary,100,0,23,0,23,23,0,23,0.0000,https://news.google.com/rss/search?q=site:eldesconcierto.cl&ceid=CL:es-419&hl=es-419&gl=CL,,
google-state-michigan,Google State: Michigan,2,US,portal,keep_secondary,23,0,23,0,23,23,0,23,0.0000,https://news.google.com/rss/search?q=Michigan%20politics%20policy%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
los-andes,Los Andes,2,Argentina,portal,keep_secondary,100,0,23,0,23,23,0,23,0.0000,https://news.google.com/rss/search?q=site:losandes.com.ar&ceid=AR:es-419&hl=es-419&gl=AR,,
refinery29,Refinery29,3,US,portal,keep_secondary,100,0,23,0,23,23,0,23,0.0000,https://news.google.com/rss/search?q=site:refinery29.com&ceid=US:en&hl=en-US&gl=US,,
la-tercera,La Tercera,1,Chile,local,verified_core,100,0,22,0,22,22,0,22,0.0000,https://news.google.com/rss/search?q=site:latercera.com&ceid=CL:es-419&hl=es-419&gl=CL,,
meganoticias,Meganoticias,2,Chile,portal,keep_secondary,100,0,22,0,22,22,0,22,0.0000,https://news.google.com/rss/search?q=site:meganoticias.cl&ceid=CL:es-419&hl=es-419&gl=CL,,
pagina12,Pagina12,2,Argentina,local,keep_secondary,100,0,22,0,22,22,0,22,0.0000,https://news.google.com/rss/search?q=site:pagina12.com.ar&ceid=AR:es-419&hl=es-419&gl=AR,,
google-metro-austin,Google Metro: Austin,2,US,portal,keep_secondary,21,0,21,0,21,21,0,21,0.0000,https://news.google.com/rss/search?q=Austin%20economy%20business%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-metro-dallas,Google Metro: Dallas,2,US,portal,keep_secondary,21,0,21,0,21,21,0,21,0.0000,https://news.google.com/rss/search?q=Dallas%20economy%20business%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-metro-houston,Google Metro: Houston,2,US,portal,keep_secondary,21,0,21,0,21,21,0,21,0.0000,https://news.google.com/rss/search?q=Houston%20economy%20business%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
the-clinic-chile,The Clinic Chile,2,Chile,portal,keep_secondary,100,0,21,0,21,21,0,21,0.0000,https://news.google.com/rss/search?q=site:theclinic.cl&ceid=CL:es-419&hl=es-419&gl=CL,,
business-insider,Business Insider,2,US,global,keep_secondary,20,0,20,0,20,20,0,20,0.0000,https://www.businessinsider.com/rss,,
buzzfeed-news,BuzzFeed News,2,US,global,keep_secondary,40,0,20,0,20,20,0,20,0.0000,https://www.buzzfeednews.com/news.xml,,
fast-company,Fast Company,2,US,global,keep_secondary,20,0,20,0,20,20,0,20,0.0000,https://www.fastcompany.com/rss,,
gizmodo,Gizmodo,3,US,global,keep_secondary,20,0,20,0,20,20,0,20,0.0000,https://gizmodo.com/rss,,
google-metro-los-angeles,Google Metro: Los Angeles,2,US,portal,keep_secondary,20,0,20,0,20,20,0,20,0.0000,https://news.google.com/rss/search?q=Los%20Angeles%20economy%20business%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-metro-san-antonio,Google Metro: San Antonio,2,US,portal,keep_secondary,20,0,20,0,20,20,0,20,0.0000,https://news.google.com/rss/search?q=San%20Antonio%20economy%20business%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-state-north-dakota,Google State: North Dakota,2,US,portal,keep_secondary,20,0,20,0,20,20,0,20,0.0000,https://news.google.com/rss/search?q=North%20Dakota%20politics%20policy%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
pbs-newshour,PBS NewsHour,2,US,portal,keep_secondary,100,0,20,0,20,20,0,20,0.0000,https://news.google.com/rss/search?q=site:pbs.org/newshour&ceid=US:en&hl=en-US&gl=US,,
slate,Slate,2,US,global,keep_secondary,25,0,20,0,20,20,0,20,0.0000,https://slate.com/feeds/all.rss,,
zdnet,ZDNet,2,US,global,keep_secondary,20,0,20,0,20,20,0,20,0.0000,https://www.zdnet.com/news/rss.xml,,
cleveland-plain-dealer,Cleveland Plain Dealer,2,US,portal,keep_secondary,100,0,19,0,19,19,0,19,0.0000,https://news.google.com/rss/search?q=site:cleveland.com&ceid=US:en&hl=en-US&gl=US,,
google-metro-san-diego,Google Metro: San Diego,2,US,portal,keep_secondary,19,0,19,0,19,19,0,19,0.0000,https://news.google.com/rss/search?q=San%20Diego%20economy%20business%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-state-new-hampshire,Google State: New Hampshire,2,US,portal,keep_secondary,19,0,19,0,19,19,0,19,0.0000,https://news.google.com/rss/search?q=New%20Hampshire%20politics%20policy%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
techcrunch,TechCrunch,2,US,global,keep_secondary,20,0,19,0,19,19,0,19,0.0000,https://techcrunch.com/feed/,,
bleacher-report,Bleacher Report,2,US,portal,keep_secondary,100,0,18,0,18,18,0,18,0.0000,https://news.google.com/rss/search?q=site:bleacherreport.com&ceid=US:en&hl=en-US&gl=US,,
detroit-free-press,Detroit Free Press,2,US,portal,keep_secondary,100,0,18,0,18,18,0,18,0.0000,https://news.google.com/rss/search?q=site:freep.com&ceid=US:en&hl=en-US&gl=US,,
google-metro-atlanta,Google Metro: Atlanta,2,US,portal,keep_secondary,18,0,18,0,18,18,0,18,0.0000,https://news.google.com/rss/search?q=Atlanta%20economy%20business%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-metro-seattle,Google Metro: Seattle,2,US,portal,keep_secondary,18,0,18,0,18,18,0,18,0.0000,https://news.google.com/rss/search?q=Seattle%20economy%20business%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-state-new-mexico,Google State: New Mexico,2,US,portal,keep_secondary,18,0,18,0,18,18,0,18,0.0000,https://news.google.com/rss/search?q=New%20Mexico%20politics%20policy%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-state-south-dakota,Google State: South Dakota,2,US,portal,keep_secondary,18,0,18,0,18,18,0,18,0.0000,https://news.google.com/rss/search?q=South%20Dakota%20politics%20policy%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
la-times,LA Times,1,US,global,verified_core,95,0,18,0,18,18,0,18,0.0000,https://www.latimes.com/local/rss2.0.xml,https://www.latimes.com/sitemaps/news-sitemap.xml,sitemap:404
the-hollywood-reporter,The Hollywood Reporter,2,US,portal,keep_secondary,100,0,18,0,18,18,0,18,0.0000,https://news.google.com/rss/search?q=site:hollywoodreporter.com&ceid=US:en&hl=en-US&gl=US,,
c5n-argentina,C5N Argentina,2,Argentina,portal,keep_secondary,100,0,17,0,17,17,0,17,0.0000,https://news.google.com/rss/search?q=site:c5n.com&ceid=AR:es-419&hl=es-419&gl=AR,,
google-chile-detail-world,Google Chile Detail: world,2,Chile,portal,keep_secondary,17,0,17,0,17,17,0,17,0.0000,https://news.google.com/rss/search?q=Chile%20sociedad%20hoy%20when%3A1d&ceid=CL:es-419&hl=es-419&gl=CL,,
google-state-oregon,Google State: Oregon,2,US,portal,keep_secondary,17,0,17,0,17,17,0,17,0.0000,https://news.google.com/rss/search?q=Oregon%20politics%20policy%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
cnn,CNN,2,US,global,keep_secondary,69,0,16,0,16,16,0,16,0.0000,http://rss.cnn.com/rss/cnn_topstories.rss,,
google-metro-indianapolis,Google Metro: Indianapolis,2,US,portal,keep_secondary,16,0,16,0,16,16,0,16,0.0000,https://news.google.com/rss/search?q=Indianapolis%20economy%20business%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-metro-new-orleans,Google Metro: New Orleans,2,US,portal,keep_secondary,16,0,16,0,16,16,0,16,0.0000,https://news.google.com/rss/search?q=New%20Orleans%20economy%20business%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
honolulu-star-advertiser,Honolulu Star-Advertiser,2,US,portal,keep_secondary,100,0,16,0,16,16,0,16,0.0000,https://news.google.com/rss/search?q=site:staradvertiser.com&ceid=US:en&hl=en-US&gl=US,,
rolling-stone,Rolling Stone,2,US,portal,keep_secondary,100,0,16,0,16,16,0,16,0.0000,https://news.google.com/rss/search?q=site:rollingstone.com&ceid=US:en&hl=en-US&gl=US,,
axios,Axios,2,US,global,keep_secondary,100,0,15,0,15,15,0,15,0.0000,https://api.axios.com/feed/,,
