outlet_id,source,tier,country,source_type,review_decision,rss_parsed,sitemap_parsed,rss_24h,sitemap_24h,total_24h,rss_unique_24h,sitemap_unique_24h,unique_24h,dedupe_rate,rss_url,sitemap_url,errors
bing-state-massachusetts,Bing State: Massachusetts,2,US,portal,keep_secondary,7,0,0,0,0,0,0,0,0.0000,https://www.bing.com/news/search?q=Massachusetts%20business%20economy&format=RSS&setlang=en-us,,
bing-state-michigan,Bing State: Michigan,2,US,portal,keep_secondary,0,0,0,0,0,0,0,0,0.0000,https://www.bing.com/news/search?q=Michigan%20business%20economy&format=RSS&setlang=en-us,,
bing-state-mississippi,Bing State: Mississippi,2,US,portal,keep_secondary,5,0,0,0,0,0,0,0,0.0000,https://www.bing.com/news/search?q=Mississippi%20business%20economy&format=RSS&setlang=en-us,,
bing-state-missouri,Bing State: Missouri,2,US,portal,keep_secondary,7,0,0,0,0,0,0,0,0.0000,https://www.bing.com/news/search?q=Missouri%20business%20economy&format=RSS&setlang=en-us,,
bing-state-montana,Bing State: Montana,2,US,portal,keep_secondary,8,0,0,0,0,0,0,0,0.0000,https://www.bing.com/news/search?q=Montana%20business%20economy&format=RSS&setlang=en-us,,
bing-state-new-jersey,Bing State: New Jersey,2,US,portal,keep_secondary,5,0,0,0,0,0,0,0,0.0000,https://www.bing.com/news/search?q=New%20Jersey%20business%20economy&format=RSS&setlang=en-us,,
bing-state-new-mexico,Bing State: New Mexico,2,US,portal,keep_secondary,9,0,0,0,0,0,0,0,0.0000,https://www.bing.com/news/search?q=New%20Mexico%20business%20economy&format=RSS&setlang=en-us,,
bing-state-ohio,Bing State: Ohio,2,US,portal,keep_secondary,12,0,0,0,0,0,0,0,0.0000,https://www.bing.com/news/search?q=Ohio%20business%20economy&format=RSS&setlang=en-us,,
bing-state-oregon,Bing State: Oregon,2,US,portal,keep_secondary,12,0,0,0,0,0,0,0,0.0000,https://www.bing.com/news/search?q=Oregon%20business%20economy&format=RSS&setlang=en-us,,
bing-state-pennsylvania,Bing State: Pennsylvania,2,US,portal,keep_secondary,9,0,0,0,0,0,0,0,0.0000,https://www.bing.com/news/search?q=Pennsylvania%20business%20economy&format=RSS&setlang=en-us,,
bing-state-rhode-island,Bing State: Rhode Island,2,US,portal,keep_secondary,9,0,0,0,0,0,0,0,0.0000,https://www.bing.com/news/search?q=Rhode%20Island%20business%20economy&format=RSS&setlang=en-us,,
bing-state-tennessee,Bing State: Tennessee,2,US,portal,keep_secondary,10,0,0,0,0,0,0,0,0.0000,https://www.bing.com/news/search?q=Tennessee%20business%20economy&format=RSS&setlang=en-us,,
bing-state-virginia,Bing State: Virginia,2,US,portal,keep_secondary,10,0,0,0,0,0,0,0,0.0000,https://www.bing.com/news/search?q=Virginia%20business%20economy&format=RSS&setlang=en-us,,
bing-state-washington,Bing State: Washington,2,US,portal,keep_secondary,9,0,0,0,0,0,0,0,0.0000,https://www.bing.com/news/search?q=Washington%20business%20economy&format=RSS&setlang=en-us,,
bing-state-west-virginia,Bing State: West Virginia,2,US,portal,keep_secondary,12,0,0,0,0,0,0,0,0.0000,https://www.bing.com/news/search?q=West%20Virginia%20business%20economy&format=RSS&setlang=en-us,,
bing-uruguay-detail-politics,Bing Uruguay Detail: politics,2,Uruguay,portal,keep_secondary,11,0,0,0,0,0,0,0,0.0000,https://www.bing.com/news/search?q=Uruguay%20politica%20hoy&format=RSS&setlang=es,,
bing-uruguay-detail-world,Bing Uruguay Detail: world,2,Uruguay,portal,keep_secondary,7,0,0,0,0,0,0,0,0.0000,https://www.bing.com/news/search?q=Uruguay%20sociedad%20hoy&format=RSS&setlang=es,,
bing-us-business-topic,Bing US Business Topic,2,US,portal,keep_secondary,8,0,0,0,0,0,0,0,0.0000,https://www.bing.com/news/search?q=US+business&format=RSS&setlang=en-us,,
bing-us-latam-focus-andes-mining-us,Bing US LATAM Focus: andes-mining-us,2,US,portal,keep_secondary,2,0,0,0,0,0,0,0,0.0000,https://www.bing.com/news/search?q=Andes%20mining%20lithium%20copper%20business&format=RSS&setlang=en-us,,
bing-us-latam-focus-chile-politics-us,Bing US LATAM Focus: chile-politics-us,2,US,portal,keep_secondary,3,0,0,0,0,0,0,0,0.0000,https://www.bing.com/news/search?q=Chile%20government%20congress%20reform%20latest&format=RSS&setlang=en-us,,
bing-us-latam-focus-latam-cyber-us-desk,Bing US LATAM Focus: latam-cyber-us-desk,2,US,portal,keep_secondary,3,0,0,0,0,0,0,0,0.0000,https://www.bing.com/news/search?q=LATAM%20cybersecurity%20telecom%20cloud&format=RSS&setlang=en-us,,
bing-us-latam-focus-latam-finance-us-desk,Bing US LATAM Focus: latam-finance-us-desk,2,US,portal,keep_secondary,1,0,0,0,0,0,0,0,0.0000,https://www.bing.com/news/search?q=LATAM%20central%20bank%20inflation%20currency&format=RSS&setlang=en-us,,
bing-us-latam-focus-uruguay-markets-us,Bing US LATAM Focus: uruguay-markets-us,2,US,portal,keep_secondary,2,0,0,0,0,0,0,0,0.0000,https://www.bing.com/news/search?q=Uruguay%20economy%20inflation%20markets%20exports&format=RSS&setlang=en-us,,
bing-us-politics-topic,Bing US Politics Topic,2,US,portal,keep_secondary,7,0,0,0,0,0,0,0,0.0000,https://www.bing.com/news/search?q=US+politics&format=RSS&setlang=en-us,,
bing-us-tech-topic,Bing US Tech Topic,2,US,portal,keep_secondary,1,0,0,0,0,0,0,0,0.0000,https://www.bing.com/news/search?q=US+technology&format=RSS&setlang=en-us,,
bing-us-variant-cyber-cloud,Bing US Variant: cyber-cloud,2,US,portal,keep_secondary,11,0,0,0,0,0,0,0,0.0000,https://www.bing.com/news/search?q=US%20cybersecurity%20cloud%20enterprise%20latest&format=RSS&setlang=en-us,,
bing-us-variant-regional-watch,Bing US Variant: regional-watch,2,US,portal,keep_secondary,10,0,0,0,0,0,0,0,0.0000,https://www.bing.com/news/search?q=United%20States%20regional%20news%20latest&format=RSS&setlang=en-us,,
canal-10-uy,Canal 10 UY,2,Uruguay,portal,exploratory_off_by_default,100,0,0,0,0,0,0,0,0.0000,https://news.google.com/rss/search?q=site:canal10.com.uy&ceid=UY:es-419&hl=es-419&gl=UY,,
forbes,Forbes,2,US,global,keep_secondary,11,0,0,0,0,0,0,0,0.0000,https://www.forbes.com/most-popular/feed/,,
google-metro-memphis,Google Metro: Memphis,2,US,portal,keep_secondary,0,0,0,0,0,0,0,0,0.0000,https://news.google.com/rss/search?q=Memphis%20economy%20business%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-metro-tucson,Google Metro: Tucson,2,US,portal,keep_secondary,0,0,0,0,0,0,0,0,0.0000,https://news.google.com/rss/search?q=Tucson%20economy%20business%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-metro-tulsa,Google Metro: Tulsa,2,US,portal,keep_secondary,0,0,0,0,0,0,0,0,0.0000,https://news.google.com/rss/search?q=Tulsa%20economy%20business%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-metro-wichita,Google Metro: Wichita,2,US,portal,keep_secondary,0,0,0,0,0,0,0,0,0.0000,https://news.google.com/rss/search?q=Wichita%20economy%20business%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-us-latam-focus-latam-economy-us-desk,Google US LATAM Focus: latam-economy-us-desk,2,US,portal,keep_secondary,0,0,0,0,0,0,0,0,0.0000,https://news.google.com/rss/search?q=Argentina%20Chile%20Uruguay%20economy%20markets%20US%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-us-latam-focus-latam-politics-us-desk,Google US LATAM Focus: latam-politics-us-desk,2,US,portal,keep_secondary,0,0,0,0,0,0,0,0,0.0000,https://news.google.com/rss/search?q=Argentina%20Chile%20Uruguay%20politics%20US%20coverage%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-us-latam-focus-mercosur-business-us,Google US LATAM Focus: mercosur-business-us,2,US,portal,keep_secondary,0,0,0,0,0,0,0,0,0.0000,https://news.google.com/rss/search?q=Mercosur%20business%20economy%20supply%20chain%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
google-us-latam-focus-southern-cone-security-us,Google US LATAM Focus: southern-cone-security-us,2,US,portal,keep_secondary,0,0,0,0,0,0,0,0,0.0000,https://news.google.com/rss/search?q=Southern%20Cone%20diplomacy%20defense%20policy%20when%3A1d&ceid=US:en&hl=en-US&gl=US,,
huffpost,HuffPost,2,US,global,keep_secondary,0,0,0,0,0,0,0,0,0.0000,https://www.huffpost.com/section/front-page/feed,,
inc-magazine,Inc Magazine,2,US,global,keep_secondary,0,0,0,0,0,0,0,0,0.0000,https://www.inc.com/rss.xml,,rss:404
jacobin,Jacobin,3,US,portal,exploratory_off_by_default,100,0,0,0,0,0,0,0,0.0000,https://news.google.com/rss/search?q=site:jacobin.com&ceid=US:en&hl=en-US&gl=US,,
la-diaria,La Diaria,2,Uruguay,portal,exploratory_off_by_default,100,0,0,0,0,0,0,0,0.0000,https://news.google.com/rss/search?q=site:ladiaria.com.uy&ceid=UY:es-419&hl=es-419&gl=UY,,
la-republica-uy,La Republica UY,2,Uruguay,portal,exploratory_off_by_default,0,0,0,0,0,0,0,0,0.0000,https://news.google.com/rss/search?q=site:republica.com.uy&ceid=UY:es-419&hl=es-419&gl=UY,,
pulso-chile,Pulso Chile,2,Chile,portal,exploratory_off_by_default,0,0,0,0,0,0,0,0,0.0000,https://news.google.com/rss/search?q=site:pulso.cl&ceid=CL:es-419&hl=es-419&gl=CL,,
the-athletic,The Athletic,2,US,portal,exploratory_off_by_default,8,0,0,0,0,0,0,0,0.0000,https://news.google.com/rss/search?q=site:theathletic.com&ceid=US:en&hl=en-US&gl=US,,
time,Time,2,US,portal,exploratory_off_by_default,100,0,0,0,0,0,0,0,0.0000,https://news.google.com/rss/search?q=site:time.com&ceid=US:en&hl=en-US&gl=US,,
usa-today,USA Today,1,US,global,verified_core,0,0,0,0,0,0,0,0,0.0000,http://rssfeeds.usatoday.com/UsatodaycomNation-TopStories,,
uypress,UyPress,2,Uruguay,portal,exploratory_off_by_default,100,0,0,0,0,0,0,0,0.0000,https://news.google.com/rss/search?q=site:uypress.net&ceid=UY:es-419&hl=es-419&gl=UY,,
vice-news,Vice News,2,US,global,keep_secondary,0,0,0,0,0,0,0,0,0.0000,https://www.vice.com/en_us/rss,,rss:404
wall-street-journal,Wall Street Journal,1,US,global,verified_core,20,0,0,0,0,0,0,0,0.0000,https://feeds.a.dj.com/rss/RSSWorldNews.xml,,
